,PRT_ID,SALES_PRICE
0,P05996,7826544.0
1,P09294,14735804.0
2,P03807,8171799.5
3,P00539,13994808.0
4,P01448,6995499.0
5,P06667,13991311.0
6,P09803,14903079.0
7,P05568,21635268.0
8,P05102,15048297.0
9,P04556,5705134.5
10,P03782,9198488.0
11,P02221,10894761.0
12,P03299,11490887.0
13,P08959,8905538.0
14,P09377,7987480.0
15,P09924,9942182.0
16,P01394,8280530.5
17,P07407,11709526.0
18,P08729,12784338.0
19,P09542,11597213.0
20,P01853,9982370.0
21,P08051,13204781.0
22,P08271,5893661.0
23,P02055,9406679.0
24,P01462,6509710.5
25,P03664,13590959.0
26,P02370,6528187.5
27,P07852,19655824.0
28,P06278,15659785.0
29,P08467,13507589.0
30,P00992,11080099.0
31,P05942,7164644.0
32,P03989,6665749.5
33,P07060,10736087.0
34,P00285,13970218.0
35,P04718,5535489.0
36,P00956,11724656.0
37,P07903,11348093.0
38,P09166,7795726.5
39,P04499,7147739.0
40,P04015,3800946.5
41,P09376,9485919.0
42,P00012,7105262.0
43,P08995,13997584.0
44,P02323,9590087.0
45,P01359,9015104.0
46,P07090,14372173.0
47,P08475,14012222.0
48,P02125,14378424.0
49,P07915,18823418.0
50,P06139,8640455.0
51,P03073,5376448.5
52,P08441,10290251.0
53,P01565,9558057.0
54,P00791,9325806.0
55,P06751,12135823.0
56,P04554,13679017.0
57,P03839,6903667.5
58,P01409,11087773.0
59,P07431,12627205.0
60,P03489,11876627.0
61,P06387,8551200.0
62,P06779,8503488.0
63,P01889,8337997.5
64,P06149,13333603.0
65,P08873,13595055.0
66,P03425,14999982.0
67,P09806,9019834.0
68,P04345,11121323.0
69,P04042,14063148.0
70,P09781,7869340.0
71,P00254,15044824.0
72,P09091,13012836.0
73,P04061,9479336.0
74,P06644,6286778.0
75,P08517,12794193.0
76,P07492,11032945.0
77,P04452,16324213.0
78,P08144,9500405.0
79,P02854,5585074.5
80,P04835,8806798.0
81,P00455,13176578.0
82,P07396,7712159.5
83,P07777,7183184.5
84,P05423,9518942.0
85,P05820,18557868.0
86,P01309,8373530.0
87,P04343,5726235.0
88,P05167,6950644.5
89,P03621,7240186.0
90,P01131,19350758.0
91,P04092,5545465.0
92,P07035,8314652.5
93,P04257,11102417.0
94,P00928,14828875.0
95,P09597,9268653.0
96,P09744,15329593.0
97,P08951,7271296.5
98,P03143,7825648.5
99,P00062,6455978.5
100,P06406,10359235.0
101,P07835,8315738.5
102,P00485,8658850.0
103,P09288,12637999.0
104,P04002,8994785.0
105,P04853,10041779.0
106,P03361,10090585.0
107,P05281,8262844.5
108,P06568,11983506.0
109,P07595,7813612.5
110,P02829,18643156.0
111,P03226,7306797.0
112,P03068,15282503.0
113,P04223,7671213.5
114,P01682,6729212.5
115,P01342,6957050.5
116,P01954,11100067.0
117,P03346,11780315.0
118,P06090,7258126.0
119,P08664,9171107.0
120,P02701,12157137.0
121,P03668,13263216.0
122,P05791,7292241.0
123,P04571,7333066.0
124,P04306,11131191.0
125,P06965,11372599.0
126,P00968,11788811.0
127,P07351,10480407.0
128,P07627,14007733.0
129,P02263,5435945.0
130,P00900,7963954.0
131,P05532,9825078.0
132,P02420,11027895.0
133,P02948,10697658.0
134,P02449,8998080.0
135,P04555,9490950.0
136,P08461,16465210.0
137,P03817,10892683.0
138,P01194,14880839.0
139,P00096,14500320.0
140,P06955,10210114.0
141,P07375,9942220.0
142,P01198,9919093.0
143,P06393,7010566.0
144,P00973,20041436.0
145,P08413,16047789.0
146,P08452,10804329.0
147,P05808,18304862.0
148,P01732,9429601.0
149,P03265,8533034.0
150,P09269,14903932.0
151,P02005,12426080.0
152,P09884,9050923.0
153,P03077,10196996.0
154,P02144,12089063.0
155,P01972,6209358.5
156,P03272,20034824.0
157,P04748,12641278.0
158,P09255,14824944.0
159,P02072,11915722.0
160,P05111,18638428.0
161,P05943,12263756.0
162,P04135,15757070.0
163,P03351,8938944.0
164,P02627,10501437.0
165,P02406,9809012.0
166,P05640,9734348.0
167,P09231,12163910.0
168,P06390,8439309.0
169,P08275,10556020.0
170,P00571,7542515.0
171,P03094,15487826.0
172,P02145,15244802.0
173,P01403,11619089.0
174,P00398,9505824.0
175,P05079,11912564.0
176,P08844,11799114.0
177,P05122,13725642.0
178,P02734,13503622.0
179,P07188,14612430.0
180,P05561,13391101.0
181,P00652,12244310.0
182,P01072,9748507.0
183,P00385,8927358.0
184,P05519,10166022.0
185,P01410,8202132.0
186,P05804,6464222.0
187,P07515,10614732.0
188,P00691,8002821.0
189,P03592,7444504.0
190,P09493,13456673.0
191,P04172,7901578.5
192,P01605,9372365.0
193,P03956,6390374.0
194,P05076,8368604.5
195,P05695,12682745.0
196,P00993,12102352.0
197,P02468,9460334.0
198,P06320,4196585.0
199,P02001,13264684.0
200,P08770,9160740.0
201,P00229,17019298.0
202,P06646,11276050.0
203,P04466,8134407.5
204,P05793,7509191.5
205,P01750,11353895.0
206,P09131,7908559.5
207,P02168,8622411.0
208,P02511,6132647.0
209,P07343,9289377.0
210,P01376,21483122.0
211,P07422,13307053.0
212,P01769,8900087.0
213,P08586,8638873.0
214,P06488,6623754.5
215,P01230,7752954.0
216,P02908,6952666.5
217,P08831,19247248.0
218,P03288,14202565.0
219,P00680,5669105.5
220,P02031,7686768.0
221,P04875,6030669.5
222,P07956,12019468.0
223,P08447,8925962.0
224,P05865,9341259.0
225,P09672,14542669.0
226,P09920,8076379.5
227,P04910,7532315.0
228,P00162,14042455.0
229,P01825,9571904.0
230,P05292,7919277.0
231,P02712,12706522.0
232,P07747,8377348.0
233,P07472,12569678.0
234,P00068,12305792.0
235,P00750,16625745.0
236,P01938,12463489.0
237,P08240,7941512.0
238,P05994,8543766.0
239,P00744,11302255.0
240,P00792,13267264.0
241,P04083,6343547.0
242,P01744,13185327.0
243,P03503,12847674.0
244,P04256,7216775.0
245,P05332,8925179.0
246,P04078,10315188.0
247,P06574,17670860.0
248,P04752,11232025.0
249,P03316,13928792.0
250,P07291,10270153.0
251,P07280,12303750.0
252,P04397,7911026.5
253,P02025,12803714.0
254,P09003,15463298.0
255,P03088,8969276.0
256,P05216,16965788.0
257,P00823,11937356.0
258,P07932,20020156.0
259,P02680,13230219.0
260,P03407,11650001.0
261,P06860,14183561.0
262,P06832,8387540.5
263,P00361,17215418.0
264,P06394,9172769.0
265,P03881,8553516.0
266,P02725,8322149.0
267,P00544,14568572.0
268,P08809,10907527.0
269,P02307,9441551.0
270,P08485,9251062.0
271,P09159,13658238.0
272,P01398,10504262.0
273,P02495,6995672.5
274,P08769,9407863.0
275,P00458,11900913.0
276,P05850,19683550.0
277,P06648,8437796.0
278,P05003,7640424.5
279,P03602,14819545.0
280,P03201,8921230.0
281,P00489,10590748.0
282,P06958,8504299.0
283,P04750,10318415.0
284,P06660,9807852.0
285,P04403,12404105.0
286,P04175,10804968.0
287,P07433,11625983.0
288,P03525,9264694.0
289,P09373,6558834.0
290,P05845,8693834.0
291,P05717,9120049.0
292,P00953,11031893.0
293,P01301,12337449.0
294,P07032,6949113.5
295,P09312,7878155.5
296,P02357,10906820.0
297,P00029,12617911.0
298,P06760,10961586.0
299,P03206,11296781.0
300,P08261,11309501.0
301,P07838,14250104.0
302,P03558,11114579.0
303,P03700,7096167.5
304,P06412,12900000.0
305,P04043,11768075.0
306,P03850,9185234.0
307,P05426,6789892.0
308,P00178,8749562.0
309,P03363,11518184.0
310,P01018,13781202.0
311,P00572,9447820.0
312,P02373,13242438.0
313,P04813,7773010.0
314,P05372,4895368.0
315,P04285,9933273.0
316,P00459,14003352.0
317,P02208,6313852.0
318,P08567,8229422.0
319,P07415,22316172.0
320,P02413,9384046.0
321,P02586,7845084.0
322,P05842,9825883.0
323,P05225,13695203.0
324,P03024,9057365.0
325,P04596,3967290.75
326,P01389,14875986.0
327,P03708,7732426.5
328,P08783,9643096.0
329,P06624,14423746.0
330,P02243,17112426.0
331,P00020,5792535.0
332,P05876,8042683.5
333,P07232,8412069.0
334,P02855,10068207.0
335,P09303,9618463.0
336,P02015,8959188.0
337,P05454,13448000.0
338,P07348,12035870.0
339,P03637,11563574.0
340,P00263,7526965.0
341,P02270,12906596.0
342,P06691,7428171.5
343,P04068,6845293.0
344,P04812,7548531.0
345,P05806,15908848.0
346,P08297,8707708.0
347,P09086,20335156.0
348,P00775,10478908.0
349,P06970,15435775.0
350,P07630,10019873.0
351,P06558,4066631.75
352,P01847,12326723.0
353,P04412,6463470.0
354,P05028,9057105.0
355,P04089,4241851.5
356,P03672,10007687.0
357,P05147,7945981.5
358,P08288,11415782.0
359,P01330,11522469.0
360,P04020,10827248.0
361,P07516,10088314.0
362,P03129,13828677.0
363,P07204,13413366.0
364,P02045,9819607.0
365,P08996,15545775.0
366,P00574,9860127.0
367,P02149,10780389.0
368,P09851,15671797.0
369,P00509,22408900.0
370,P00136,19947430.0
371,P02618,13722972.0
372,P07265,8604479.0
373,P00855,15016213.0
374,P03046,7385943.5
375,P10026,9335327.0
376,P00177,8649268.0
377,P09301,7738978.0
378,P03284,8902311.0
379,P06088,7749591.0
380,P01106,8010953.5
381,P05623,11464835.0
382,P01357,19192882.0
383,P00215,16719907.0
384,P05023,18506050.0
385,P02983,7825574.0
386,P05782,8998852.0
387,P05733,15390208.0
388,P02670,9170110.0
389,P08342,8465103.0
390,P09732,13737716.0
391,P05262,12144877.0
392,P05661,8507073.0
393,P07639,12439075.0
394,P08096,12311638.0
395,P09511,14740864.0
396,P00822,11256775.0
397,P06290,8948224.0
398,P06505,11585739.0
399,P07653,9294712.0
400,P06447,20746636.0
401,P04980,8339095.0
402,P05638,14047867.0
403,P07544,8733923.0
404,P01335,10551954.0
405,P05311,8360882.5
406,P03627,8479679.0
407,P03784,6293520.5
408,P01464,12567089.0
409,P01171,10569095.0
410,P07123,9817098.0
411,P09662,15576376.0
412,P03540,8576011.0
413,P05302,6490797.0
414,P08705,8975745.0
415,P06665,6653656.5
416,P04037,10729270.0
417,P00325,9260736.0
418,P08837,12421768.0
419,P05445,13003061.0
420,P00292,8589607.0
421,P05044,10918226.0
422,P03002,6096458.0
423,P05551,10175819.0
424,P01037,20265808.0
425,P02316,7272683.5
426,P07532,16545299.0
427,P02051,12229093.0
428,P00817,12104130.0
429,P05975,8800241.0
430,P09942,7049457.5
431,P00488,11592171.0
432,P03977,8669840.0
433,P07179,12756960.0
434,P04074,8853637.0
435,P04318,14071841.0
436,P07771,10685015.0
437,P06431,12984226.0
438,P00647,13497081.0
439,P03725,13075284.0
440,P00359,14437894.0
441,P03884,5634061.0
442,P04772,7082402.5
443,P04202,7479830.0
444,P07384,11124993.0
445,P09375,7600954.0
446,P02603,9683793.0
447,P05744,12937256.0
448,P00454,9089710.0
449,P03580,10134098.0
450,P01351,10782014.0
451,P05632,8218591.0
452,P02658,13037978.0
453,P03487,11402290.0
454,P05745,7279601.5
455,P08616,20327324.0
456,P00575,10263025.0
457,P00782,11579222.0
458,P09266,5004552.0
459,P05541,9385997.0
460,P07213,12031578.0
461,P03123,7017756.5
462,P01741,8697964.0
463,P04336,9360860.0
464,P02060,18984444.0
465,P04800,11245980.0
466,P01707,7022275.5
467,P06617,6838350.5
468,P08260,11225771.0
469,P07352,13123005.0
470,P01510,4928091.5
471,P06564,13179469.0
472,P08889,9364432.0
473,P07268,11585916.0
474,P08641,12552811.0
475,P03743,8257889.5
476,P08861,9395472.0
477,P07687,9060267.0
478,P06080,5955342.0
479,P01691,7562509.5
480,P03308,6022749.5
481,P00113,10621861.0
482,P04949,8479655.0
483,P04243,9703428.0
484,P04199,11869992.0
485,P02919,15023919.0
486,P06267,7395346.0
487,P07383,14588425.0
488,P05429,13858752.0
489,P07746,9686416.0
490,P08241,13920957.0
491,P00774,9637874.0
492,P02143,14728329.0
493,P00054,15406890.0
494,P05676,10155034.0
495,P05875,5200215.0
496,P05395,11242742.0
497,P07026,8145096.5
498,P09598,8953414.0
499,P09339,20495820.0
500,P03381,9301416.0
501,P08655,14140288.0
502,P02719,6848192.5
503,P06426,11228983.0
504,P06890,13247288.0
505,P02086,8286653.0
506,P00830,6239567.5
507,P06941,16471964.0
508,P02557,11376353.0
509,P07158,14487354.0
510,P08899,9146284.0
511,P10027,8581558.0
512,P03382,2985247.0
513,P02619,10592485.0
514,P01966,14681910.0
515,P01898,16378323.0
516,P08328,14247550.0
517,P08153,10786662.0
518,P03374,7293499.5
519,P02884,9879461.0
520,P04956,7347689.5
521,P03101,8501420.0
522,P02129,10529617.0
523,P08409,14071170.0
524,P04789,9116953.0
525,P06595,13830998.0
526,P08818,19664150.0
527,P00049,18216882.0
528,P08666,12895080.0
529,P05554,11990068.0
530,P07193,13422861.0
531,P09408,9693643.0
532,P04719,11686232.0
533,P04932,7565712.5
534,P08708,20473470.0
535,P02340,13490235.0
536,P03249,12448165.0
537,P06831,9554193.0
538,P08001,7254410.0
539,P03973,4297538.0
540,P00444,10453795.0
541,P04158,9000895.0
542,P05855,14505686.0
543,P07262,11801050.0
544,P05559,5548316.0
545,P05021,8798093.0
546,P04934,17531238.0
547,P04829,7213025.0
548,P00660,9103417.0
549,P03892,13581215.0
550,P01406,9345126.0
551,P01094,8839311.0
552,P05683,10745839.0
553,P07631,8652362.0
554,P00484,18957016.0
555,P05440,6399375.5
556,P04666,13871737.0
557,P08189,8537234.0
558,P09308,6131226.0
559,P05750,9487403.0
560,P00197,11360957.0
561,P01039,10261264.0
562,P09092,7772261.0
563,P06411,9565662.0
564,P04634,7793786.5
565,P09504,19688206.0
566,P01248,7381915.5
567,P00972,12836064.0
568,P00715,11910973.0
569,P02242,11571627.0
570,P07921,8047386.5
571,P00696,14178800.0
572,P08880,9344199.0
573,P07657,6598340.0
574,P06355,6337391.5
575,P06033,7100628.5
576,P00383,6771837.0
577,P09085,18190146.0
578,P06524,8333363.0
579,P01567,11629620.0
580,P09132,7416598.0
581,P00940,12572891.0
